,processed_review,RegistrationIssues,Notification Issues,Slack Desktop/Mobile App Issues,Interface Issues
473,I raised one issue of not able to login neither with workspace nor with the email address no need to address it Slack was blocked by my network Resolved already another issue is still there that other people might have also raised ie logging out automatically for no reason Not a big issue but sometimes it bugs out Please look into it,0.010557237,0.011955337,0.010894791,0.966592635
474,Theres a very curious bug: when Im typing a message in my work account then take a camera picture from within the app to attach it to the message and then continue typing the app kicks me out of my account and I have to log back in,0.013858072,0.632888145,0.013720021,0.339533762
475,I am not able to sign in to slack as soon as i enter my email i get an error message stating Something went wrong please try again and if i enter workspace url error message is something like Sorry an error occured Please try again Please help me resolve this issue asap,0.010112625,0.010356473,0.009895199,0.969635703
476,Slack is great but the app needs work Notifications are intermittent at best Sometimes new messages dont even appear,0.02279211,0.022286807,0.932764252,0.022156831
477,Opening an image from a middle of a thread then closing it scrolls you all the way down to the thread,0.032247626,0.909956002,0.02904982,0.028746552
478,Personally laptop is fine Im using phone and I keep typing email multiple times to send the link for the workspace but doesnt work (no email received)  I pressed the original shared link multiple times but it does not register me in Not sure what I can do next Q exasperated actl,0.010136031,0.010039162,0.010085549,0.969739259
479,Cant even log in with Google When I try to select the Google account it takes me to settings instead of using that account And if I try to send a magic link it takes me to the same log in with Google screen Whats the point of a magic link then I am logged in to the Google account in my phone already,0.009477177,0.009082493,0.009226638,0.972213691
480,Good app but there are few bugs 1) I dont receive few messages notifications 2) I click in a group with unread messages check all of them and the app keeps showing them as unread 3) I cant use workflow shortcuts,0.01368832,0.012926837,0.960318733,0.01306611
481,Login issue here although I may attribute the issue from Google itself not showing my work email on their web app auth page My work email is present when viewed from phone settings but the Slack Confirm Email is redirecting me to the web app which is broken So Im going full circle here and I cannot login my Googleprovided identity Slack account on mobile,0.008024861,0.008127081,0.008024985,0.975823073
482,The app notifications is broken in few updates back I set to only notify in mobile devices when I am inactive in desktop but the mobile apps (both iOS and Android) keeps showing the notifications even if I am online in desktop this is really annoying please fix it,0.011907122,0.011544691,0.012006719,0.964541467
483,I like being able to respond to work messages when Im out or away from the desk but whats really annoying is that the messages arrive way late than the time they were sent on This is really making the app unusable please fix this Thanks in advance,0.010521648,0.968244208,0.010575824,0.010658321
484,I dont get notification the instant the message is sent by someone in slack It doesnt send notifications I have to constantly check my phone app to see if there are any updates please fix this bug I have tried all fixes from setting,0.013268942,0.013357803,0.960002262,0.013370994
485,I like the new update where you can send an audio and do video call However it seems that everytime I try to send a music it doesnt plays like when you click the music it just routes you to download the music Please fix thank you,0.481455537,0.013089691,0.492091818,0.013362953
486,Unable to cancel stack free trial,0.597584183,0.052327337,0.299820246,0.050268235
487,yesterday this app works fine but today this app gives me hard time on my work please help fix this I couldnt open the app even on browser saying server not found all the time i made everything to be done but still couldnt access or open it,0.188406331,0.012353243,0.012924284,0.786316142
488,Bug Slack app keeps signing me out every time Pretty annoying I need to login again whenever I need to use the app The logging process is also bad every time I need to use the magic link,0.011721614,0.011869451,0.011821004,0.964587932
